county,date,measures,data_set_id
Indiana,2016-10-01,"{""jobs_pledged_to_be_created"":20,""jobs_pledged_to_be_retained"":20,""total_jobs"":40}",1
Jefferson,2016-07-01,"{""jobs_pledged_to_be_created"":5,""jobs_pledged_to_be_retained"":3,""total_jobs"":8}",1
Juniata,2016-07-01,"{""jobs_pledged_to_be_created"":1,""jobs_pledged_to_be_retained"":5,""total_jobs"":6}",1
Juniata,2016-07-01,"{""jobs_pledged_to_be_created"":1,""jobs_pledged_to_be_retained"":16,""total_jobs"":17}",1
Lackawanna,2015-04-01,"{""jobs_pledged_to_be_created"":28,""jobs_pledged_to_be_retained"":41,""total_jobs"":69}",1
Lackawanna,2015-08-01,"{""jobs_pledged_to_be_created"":16,""jobs_pledged_to_be_retained"":17,""total_jobs"":33}",1
Lackawanna,2015-08-01,"{""jobs_pledged_to_be_created"":1,""jobs_pledged_to_be_retained"":20,""total_jobs"":21}",1
Lackawanna,2015-08-01,"{""jobs_pledged_to_be_created"":20,""jobs_pledged_to_be_retained"":124,""total_jobs"":144}",1
Lackawanna,2015-12-01,"{""jobs_pledged_to_be_created"":275,""jobs_pledged_to_be_retained"":0,""total_jobs"":275}",1
Lackawanna,2015-07-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":4,""total_jobs"":4}",1
Lackawanna,2015-07-01,"{""jobs_pledged_to_be_created"":10,""jobs_pledged_to_be_retained"":22,""total_jobs"":32}",1
Lackawanna,2015-06-01,"{""jobs_pledged_to_be_created"":10,""jobs_pledged_to_be_retained"":0,""total_jobs"":10}",1
